Transaction ID,Date,Time,Items & Customizations,Payment Method,Subtotal (RM),Voucher Code,Discount (RM),Grand Total (RM),Cheese tofu,Fish ball,Fish cake,Hotdog,Lemonade,Lobster ball,Maggie,Mocktail
26,16/01/2026,11:34:50,1x Maggie; 1x Cheese Tofu; 1x Sausage ; 1x Fishcake,QR,6,,0,6,1,0,1,1,0,0,1,0
27,16/01/2026,11:36:46,1x Maggie; 1x Cheese Tofu; 1x Sausage ; 1x Fishcake,QR,6,,0,6,1,0,1,1,0,0,1,0
28,16/01/2026,11:38:23,2x Maggie; 1x Cheese Tofu; 1x Lobster ball,QR,6,,0,6,1,0,0,0,0,1,2,0
29,16/01/2026,11:41:41,1x Lemonade,QR,4,,0,4,0,0,0,0,1,0,0,0
30,16/01/2026,11:54:24,1x Cheese Tofu; 1x Lobster ball; 1x Sausage ; 1x Fishball; 1x Maggie; 1x Mocktail,QR,11.5,BUNDLE,1,10.5,1,1,0,1,0,1,1,1
31,16/01/2026,11:56:33,1x Maggie; 1x Sausage ; 1x Fishball; 1x Lobster ball,QR,6,,0,6,0,1,0,1,0,1,1,0
32,16/01/2026,11:58:05,2x Maggie; 1x Cheese Tofu,QR,4.5,,0,4.5,1,0,0,0,0,0,2,0
33,16/01/2026,11:58:57,2x Maggie; 1x Sausage ; 1x Cheese Tofu,QR,6,,0,6,1,0,0,1,0,0,2,0
34,16/01/2026,12:02:27,1x Lemonade,QR,4,,0,4,0,0,0,0,1,0,0,0
35,16/01/2026,12:05:11,1x Lemonade,QR,4,,0,4,0,0,0,0,1,0,0,0
36,16/01/2026,12:22:28,1x Sausage ; 1x Cheese Tofu; 1x Maggie,QR,4.5,,0,4.5,1,0,0,1,0,0,1,0
37,16/01/2026,12:29:38,2x Maggie; 1x Cheese Tofu; 1x Fishcake; 1x Lobster ball,QR,7.5,,0,7.5,1,0,1,0,0,1,2,0
38,16/01/2026,12:34:18,1x Maggie; 1x Sausage ; 1x Fishball; 1x Cheese Tofu; 1x Fishball,QR,7.5,,0,7.5,1,2,0,1,0,0,1,0
39,16/01/2026,12:35:49,1x Maggie; 1x Cheese Tofu,QR,3,,0,3,1,0,0,0,0,0,1,0
40,16/01/2026,12:37:48,1x Maggie; 1x Fishball,QR,3,,0,3,0,1,0,0,0,0,1,0
41,16/01/2026,12:43:54,1x Mocktail,QR,4,,0,4,0,0,0,0,0,0,0,1
42,16/01/2026,12:50:11,1x Maggie; 1x Fishball,QR,3,,0,3,0,1,0,0,0,0,1,0
43,16/01/2026,12:51:45,2x Maggie; 1x Fishball,QR,4.5,,0,4.5,0,1,0,0,0,0,2,0
44,16/01/2026,12:54:45,2x Maggie; 1x Fishball,QR,4.5,,0,4.5,0,1,0,0,0,0,2,0
45,16/01/2026,13:09:36,2x Maggie; 1x Sausage ; 3x Fishball; 1x Lemonade,QR,13,BUNDLE,1,12,0,3,0,1,1,0,2,0
46,16/01/2026,13:12:26,1x Lemonade,QR,4,,0,4,0,0,0,0,1,0,0,0
47,16/01/2026,13:14:28,2x Maggie,QR,3,,0,3,0,0,0,0,0,0,2,0
